City,Airport,Acronym,Latitude,Longitude,re_check_in
Khartoum,Khartoum International Airport,KRT,15.589500427246094,32.553199768066406,1
Arusha,Arusha Airport,ARK,-3.3677899837493896,36.63330078125,1
Dar Es Salaam,Julius Nyerere International Airport,DAR,-6.87811,39.202599,1
Dodoma,Dodoma Airport,DOD,-6.170440196990967,35.75260162353516,1
Iringa,Iringa Airport,IRI,-7.668630123138428,35.75210189819336,0
Kilimanjaro,Kilimanjaro International Airport,JRO,-3.42940998077,37.0745010376,1
Lake Manyara,Lake Manyara Airport,LKY,-3.376310110092163,35.81829833984375,1
Mtwara,Mtwara Airport,MYW,-10.339099884033203,40.18180084228516,1
Mwanza,Mwanza Airport,MWZ,-2.4444899559021,32.932701110839844,1
Pemba,Pemba Airport,PMA,-5.257259845733643,39.8114013671875,1
Tanga,Tanga Airport,TGT,-5.092360019683838,39.07120132446289,0
Zanzibar,Abeid Amani Karume International Airport,ZNZ,-6.22202,39.224899,0
Entebbe,Entebbe International Airport,EBB,0.042386,32.443501,1
Soroti,Soroti Airport,SRT,1.7276899814605713,33.622798919677734,0
Tirana,Tirana International Airport Mother Teresa,TIA,41.4146995544,19.7206001282,1
Bourgas,Burgas Airport,BOJ,42.56959915161133,27.515199661254883,1
Gorna Orechovica,Gorna Oryahovitsa Airport,GOZ,43.15140151977539,25.712900161743164,0
Plovdiv,Plovdiv International Airport,PDV,42.067799,24.8508,1
Sofia,Sofia Airport,SOF,42.69669342041016,23.411436080932617,0
Stara Zagora,Stara Zagora Airport,SZR,42.3766667,25.655,0
Varna,Varna Airport,VAR,43.232101,27.8251,1
Larnaca,Larnaca International Airport,LCA,34.875099182128906,33.624900817871094,0
Paphos,Paphos International Airport,PFO,34.71799850463867,32.48569869995117,1
Akrotiri,RAF Akrotiri,AKT,34.590401,32.9879,0
Dubrovnik,Dubrovnik Airport,DBV,42.5614013671875,18.268199920654297,1
Cepin,Osijek-Čepin Airfield,\N,45.5427778,18.6319444,1
Osijek,Osijek Airport,OSI,45.46269989013672,18.810199737548828,1
Pula,Pula Airport,PUY,44.89350128173828,13.922200202941896,1
Grobnik,Grobnicko Polje Airport,\N,45.37950134277344,14.50380039215088,1
Rijeka,Rijeka Airport,RJK,45.21689987182617,14.570300102233888,0
Split,Split Airport,SPU,43.53889846801758,16.29800033569336,1
Varazdin,Varaždin Airport,\N,46.29464721679688,16.382932662963867,1
Zagreb,Zagreb Airport,ZAG,45.7429008484,16.0687999725,0
Zadar,Zadar Airport,ZAD,44.108299,15.3467,1
Udbina,Udbina Air Base,\N,44.55759811401367,15.774399757385254,1
Albacete,Albacete-Los Llanos Airport,ABC,38.9485015869,-1.86352002621,1
Alicante,Alicante International Airport,ALC,38.28219985961914,-0.5581560134887695,1
Almeria,Almería International Airport,LEI,36.84389877319336,-2.3701000213623047,1
Aviles,Asturias Airport,OVD,43.5635986328125,-6.0346198081970215,0
Cordoba,Córdoba Airport,ODB,37.84199905395508,-4.848879814147949,1
Bilbao,Bilbao Airport,BIO,43.30110168457031,-2.9106099605560303,1
Barcelona,Barcelona International Airport,BCN,41.2971,2.07846,1
Badajoz,Badajoz Airport,BJZ,38.891300201416016,-6.8213300704956055,0
La Coruna,A Coruña Airport,LCG,43.302101,-8.37726,0
Granada,Armilla Air Base,\N,37.1332016,-3.63568997,0
Gerona,Girona Airport,GRO,41.901000977,2.7605500221,0
Granada,Federico Garcia Lorca Airport,GRX,37.18870162963867,-3.777359962463379,0
Madrid,Getafe Air Base,\N,40.29410171508789,-3.723829984664917,0
Ibiza,Ibiza Airport,IBZ,38.8728981018,1.3731199502899998,0
Jerez,Jerez Airport,XRY,36.74459838867188,-6.060110092163086,0
Murcia,San Javier Airport,MJV,37.775001525878906,-0.8123890161514282,1
Madrid,Adolfo Suárez Madrid–Barajas Airport,MAD,40.471926,-3.56264,0
Malaga,Málaga Airport,AGP,36.67490005493164,-4.499110221862793,0
Menorca,Menorca Airport,MAH,39.86259841918945,4.218649864196777,0
Sevilla,Moron Air Base,OZP,37.17490005493164,-5.615940093994141,1
Ocana,Ocaña Airport,\N,39.9375,-3.5033299922943115,0
Pamplona,Pamplona Airport,PNA,42.77000045776367,-1.6463299989700315,1
Murcia,Alcantarilla Air Base,\N,37.951099,-1.23032,0
Reus,Reus Air Base,REU,41.14739990234375,1.1671700477600098,1
Rota,Rota Naval Station Airport,ROZ,36.645198822,-6.34946012497,0
Salamanca,Salamanca Airport,SLM,40.95209884643555,-5.501989841461182,1
Son Bonet,Son Bonet Airport,\N,39.598899841308594,2.70278000831604,0
San Luis,San Luis Airport,\N,39.86220169067383,4.25832986831665,1
San Sebastian,San Sebastian Airport,EAS,43.35649871826172,-1.7906099557876587,0
Santiago,Santiago de Compostela Airport,SCQ,42.89630126953125,-8.415140151977539,1
Seo De Urgel,Pirineus - la Seu d'Urgel Airport,LEU,42.3386,1.40917,0
Madrid,Torrejón Airport,TOJ,40.496700286865234,-3.4458699226379395,1
Valencia,Valencia Airport,VLC,39.4893,-0.481625,0
Valladolid,Valladolid Airport,VLL,41.7061004639,-4.85194015503,0
Vitoria,Vitoria/Foronda Airport,VIT,42.8828010559082,-2.7244699001312256,0
Vigo,Vigo Airport,VGO,42.2318000793457,-8.62677001953125,1
Santander,Santander Airport,SDR,43.42710113525391,-3.82000994682312,0
Zaragoza,Zaragoza Air Base,ZAZ,41.66619873046875,-1.0415500402450562,0
Sevilla,Sevilla Airport,SVQ,37.417999267578125,-5.8931097984313965,1
Calais,Calais-Dunkerque Airport,CQF,50.962100982666016,1.954759955406189,1
Peronne,Péronne-Saint-Quentin Airport,\N,49.8685,3.02958,1
Nangis,Nangis-Les Loges Airport,\N,48.59619903564453,3.0067899227142334,0
Bagnole-de-l'orne,Bagnoles-de-l'Orne-Couterne Airport,\N,48.54579925537109,-0.3874439895153045,0
Albert,Albert-Bray Airport,BYF,49.9715003967,2.69765996933,0
Le Tourquet,Le Touquet-Côte d'Opale Airport,LTQ,50.51739883422852,1.6205899715423584,0
Valenciennes,Valenciennes-Denain Airport,XVS,50.325801849365234,3.4612600803375244,1
Amiens,Amiens-Glisy Airport,\N,49.873004,2.387074,0
Agen,Agen-La Garenne Airport,AGF,44.17470169067383,0.5905560255050659,0
Cazaux,Cazaux (BA 120) Air Base,\N,44.53329849243164,-1.125,0
Bordeaux,Bordeaux-Mérignac Airport,BOD,44.8283004761,-0.715556025505,1
Bergerac,Bergerac-Roumanière Airport,EGC,44.82529830932617,0.5186110138893127,1
Toulouse,Toulouse-Francazal (BA 101) Air Base,\N,43.54560089111328,1.3674999475479126,0
Cognac,Cognac-Châteaubernard (BA 709) Air Base,CNG,45.65829849243164,-0.3174999952316284,1
Poitiers,Poitiers-Biard Airport,PIS,46.58769989013672,0.3066659867763519,1
Montlucon-gueret,Montluçon-Guéret Airport,MCU,46.222599029541016,2.363960027694702,1
Limoges,Limoges Airport,LIG,45.86280059814453,1.1794400215148926,1
Mont-de-marsan,Mont-de-Marsan (BA 118) Air Base,\N,43.911701,-0.5075,0
Niort,Niort-Souché Airport,NIT,46.313477,-0.394529,0
Toulouse,Toulouse-Blagnac Airport,TLS,43.629101,1.36382,0
Pau,Pau Pyrénées Airport,PUF,43.380001068115234,-0.4186109900474548,0
La Rochelle,Muret-Lherm Airport,\N,43.44889831542969,1.2633299827575684,1
Tarbes,Tarbes-Lourdes-Pyrénées Airport,LDE,43.1786994934082,-0.0064389999024569,0
Angouleme,Angoulême-Brie-Champniers Airport,ANG,45.72919845581055,0.2214560061693191,1
Brive,Brive Souillac Airport,BVE,45.039722,1.485556,0
Perigueux,Périgueux-Bassillac Airport,PGX,45.19810104370117,0.815555989742279,0
Biarritz-bayonne,Biarritz-Anglet-Bayonne Airport,BIQ,43.4683333,-1.5311111,0
Cahors,Cahors-Lalbenque Airport,ZAO,44.35139846801758,1.4752800464630127,0
St.-girons,Saint-Girons-Antichan Airport,\N,43.0078010559082,1.1031500101089478,0
Arcachon,Arcachon-La Teste-de-Buch Airport,\N,44.596401,-1.11083,1
Albi,Albi-Le Séquestre Airport,LBI,43.91389846801758,2.1130599975585938,1
Castres,Castres-Mazamet Airport,DCM,43.55630111694336,2.289180040359497,1
Toulouse,Toulouse-Lasbordes Airport,\N,43.58610153198242,1.499169945716858,0
Millau,Millau-Larzac Airfield,\N,43.9893,3.183,0
Graulhet,Graulhet-Montdragon Airport,\N,43.77109909057617,2.0108299255371094,1
Rodez,Rodez-Marcillac Airport,RDZ,44.407901763916016,2.4826700687408447,1
Ussel,Ussel-Thalamy Airport,\N,45.534698486328125,2.4238901138305664,1
Villeneuve-sur-lot,Villeneuve-sur-Lot Airport,\N,44.39690017700195,0.7588890194892883,0
Royan,Royan-Médis Airport,RYN,45.62810134887695,-0.9725000262260436,0
Mimizan,Mimizan Airport,\N,44.145928,-1.16432,0
Aire-sur-l'adour,Aire-sur-l'Adour Airport,\N,43.70940017700195,-0.245278000831604,0
Montauban,Montauban Airport,XMW,44.02569961547852,1.3780399560928345,0
Auch,Auch-Lamothe Airport,\N,43.687801,0.601667,1
Libourne,Libourne-Artigues-de-Lussac Airport,\N,44.982498,-0.134722,0
Pamiers,Pamiers-Les Pujols Airport,\N,43.090599060058594,1.69582998752594,1
Marmande,Marmande-Virazeil Airport,\N,44.4989013671875,0.2005140036344528,1
Rochefort,Rochefort-Saint-Agnant (BA 721) Airport,RCO,45.88779830932617,-0.9830560088157654,0
Pontivy,Pontivy Airport,\N,48.05849838256836,-2.92182993888855,0
Aubigny-sur-nere,Aubigny-sur-Nère Airport,\N,47.480556,2.394167,1
Guiscriff-scaer,Guiscriff Scaer Airport,\N,48.0525016784668,-3.664720058441162,0
Ancenis,Ancenis Airport,\N,47.40810012817383,-1.1775000095367432,1
Brienne-le Chateau,Brienne-le-Château Airport,\N,48.4297981262207,4.48222017288208,0
Colmar,Colmar-Houssen Airport,CMR,48.109901428222656,7.359010219573975,1
Beaune,Beaune-Challanges Airport,\N,47.005901,4.89342,0
Dole,Dole-Tavaux Airport,DLE,47.042686,5.435063,0
Joigny,Joigny Airport,\N,47.9921989440918,3.392220020294189,0
Verdun,Verdun-Le Rozelier Airfield,\N,49.122398,5.46905,0
Aubenas-vals-lanas,Aubenas-Ardèche Méridional Airport,OBS,44.544203,4.372192,1
Le Puy,Le Puy-Loudes Airport,LPY,45.0806999206543,3.762890100479126,1
St.-flour,Saint-Flour-Coltines Airport,\N,45.07640075683594,2.99360990524292,0
Bourg,Bourg-Ceyzériat Airport,\N,46.20090103149414,5.292029857635498,1
Vilefrance,Villefranche-Tarare Airport,\N,45.919983,4.634931,1
Moulins,Moulins-Montbeugny Airport,\N,46.53459930419922,3.423719882965088,0
St.-afrique-belmont,Saint-Affrique-Belmont Airport,\N,43.82329940795898,2.7452800273895264,1
Cassagnes-beghones,Cassagnes-Bégonhès Airport,\N,44.17779922485352,2.515000104904175,0
Metz,Metz-Nancy-Lorraine Airport,ETZ,48.9821014404,6.25131988525,0
Bastia,Bastia-Poretta Airport,BIA,42.55270004272461,9.48373031616211,0
Calvi,Calvi-Sainte-Catherine Airport,CLY,42.5244444,8.7930556,1
Figari,Figari Sud-Corse Airport,FSC,41.5005989074707,9.097780227661133,0
Ajaccio,Ajaccio-Napoléon Bonaparte Airport,AJA,41.92359924316406,8.8029203414917,0
Propriano,Propriano Airport,PRP,41.66059875488281,8.889749526977539,1
Solenzara,Solenzara (BA 126) Air Base,SOZ,41.92440032958984,9.406000137329102,1
Corte,Corte Airport,\N,42.29359817504883,9.193059921264648,1
Auxerre,Auxerre-Branches Airport,AUF,47.85020065307617,3.497109889984131,1
Chambery,Chambéry-Savoie Airport,CMF,45.63809967041016,5.880229949951172,0
Clermont-Ferrand,Clermont-Ferrand Auvergne Airport,CFE,45.7867012024,3.1691699028,0
Bourges,Bourges Airport,BOU,47.058101654052734,2.3702800273895264,0
Chambery,Chambéry-Challes-les-Eaux Airport,\N,45.5611000061,5.975759983060001,1
Chalon,Chalon-Champforgeuil Airport,\N,46.82609939575195,4.817629814147949,0
Annemasse,Annemasse Airport,QNJ,46.1920013428,6.268390178680001,0
Lyon,Lyon Saint-Exupéry Airport,LYS,45.725556,5.081111,0
Macon,Mâcon-Charnay Airport,\N,46.295101,4.79577,0
St.-yan,Saint-Yan Airport,SYT,46.41249847412109,4.0132598876953125,1
Roanne,Roanne-Renaison Airport,RNE,46.05830001831055,4.001389980316162,0
Annecy,Annecy-Haute-Savoie-Mont Blanc Airport,NCY,45.9308333,6.1063889,1
Grenoble,Grenoble-Isère Airport,GNB,45.36289978027344,5.329370021820068,0
Montlucon,Montluçon-Domérat Airport,\N,46.352501,2.57049,0
Valence,Valence-Chabeuil Airport,VAF,44.9216,4.9699,1
Vichy,Vichy-Charmeil Airport,VHY,46.169700622558594,3.4037399291992188,0
Aurillac,Aurillac Airport,AUR,44.89139938354492,2.4219400882720947,0
Chateauroux,"Châteauroux-Déols ""Marcel Dassault"" Airport",CHR,46.860278,1.721111,0
Lyon,Lyon-Bron Airport,LYN,45.72719955444336,4.944270133972168,1
Aix-les-milles,Aix-en-Provence (BA 114) Airport,\N,43.5056,5.36778,0
Le Luc,Le Luc-Le Cannet Airport,\N,43.38470077514648,6.387139797210693,1
Cannes,Cannes-Mandelieu Airport,CEQ,43.542,6.95348,1
St-Etienne,Saint-Étienne-Bouthéon Airport,EBU,45.54059982299805,4.296390056610107,0
Istres,Istres Le Tubé/Istres Air Base (BA 125) Airport,\N,43.522701,4.92384,0
Carcassonne,Carcassonne Airport,CCF,43.21599960327149,2.3063199520111084,1
Marseille,Marseille Provence Airport,MRS,43.439271922,5.22142410278,1
Nice,Nice-Côte d'Azur Airport,NCE,43.6584014893,7.215869903560001,0
Orange,Orange-Caritat (BA 115) Air Base,XOG,44.14049911499024,4.866720199584961,1
Perpignan,Perpignan-Rivesaltes (Llabanère) Airport,PGF,42.74039840698242,2.8706700801849365,1
Le Castellet,Le Castellet Airport,CTT,43.25249862670898,5.785190105438232,0
Ales,Alès-Deaux Airport,\N,44.069698,4.14212,0
Montpellier,Montpellier-Méditerranée Airport,MPL,43.57619857788086,3.96301007270813,0
Beziers,Béziers-Vias Airport,BZR,43.32350158691406,3.353899955749512,1
Avignon,Avignon-Caumont Airport,AVN,43.90729904174805,4.901830196380615,0
Salon,Salon-de-Provence (BA 701) Air Base,\N,43.60639953613281,5.109250068664551,1
Lezignan-corbieres,Lézignan-Corbières Airfield,\N,43.1758,2.73417,0
Mende,Mende-Brenoux Airfield,MEN,44.502102,3.53282,1
Carpentras,Carpentras Airport,\N,44.02980041503906,5.078060150146484,0
Avord,Avord (BA 702) Air Base,\N,47.053299,2.6325,0
Beauvais,Paris Beauvais Tillé Airport,BVA,49.45439910888672,2.1127800941467285,1
Chateaudun,Châteaudun (BA 279) Air Base,\N,48.058102,1.37662,0
Saumur,Saumur-Saint-Florent Airport,\N,47.256802,-0.115142,1
Evreux,Évreux-Fauville (BA 105) Air Base,EVX,49.02870178222656,1.219859957695007,1
Le Havre,Le Havre Octeville Airport,LEH,49.53390121459961,0.0880559980869293,0
Abbeville,Abbeville,XAB,50.143501,1.831891,1
Orleans,Orléans-Bricy (BA 123) Air Base,ORE,47.9878005981,1.7605600357100002,1
Chalons,Châlons-Vatry Airport,XCR,48.7733333333,4.206111111,0
Rouen,Rouen Airport,URO,49.38420104980469,1.1748000383377075,0
Tours,Tours-Val-de-Loire Airport,TUF,47.4322013855,0.727605998516,1
Cholet,Cholet Le Pontreau Airport,CET,47.08209991455078,-0.8770639896392822,0
Laval,Laval-Entrammes Airport,LVA,48.03139877319336,-0.7429860234260559,1
Orleans,Orléans-Saint-Denis-de-l'Hôtel Airport,\N,47.8969,2.16333,1
Paris,Paris-Le Bourget Airport,LBG,48.96939849853516,2.441390037536621,0
Creil,Creil Air Base,CSF,49.25350189208984,2.5191400051116943,0
Paris,Charles de Gaulle International Airport,CDG,49.012798,2.55,1
Coulommiers,Coulommiers-Voisins Airport,\N,48.83769989013672,3.016119956970215,1
Melun,Melun-Villaroche Air Base,\N,48.60469818115234,2.6711199283599854,0
Toussous-le-noble,Toussus-le-Noble Airport,TNF,48.75189971923828,2.1061899662017822,1
Paris,Paris-Orly Airport,ORY,48.7233333,2.3794444,1
Pontoise,Pontoise - Cormeilles-en-Vexin Airport,POX,49.096667,2.040833,1
Villacoublay,Villacoublay-Vélizy (BA 107) Air Base,VIY,48.7741667,2.1916667,0
Reims,Reims-Prunay Airport,\N,49.20869827270508,4.156579971313477,1
Troyes,Troyes-Barberey Airport,\N,48.322102,4.0167,1
Luneville,Lunéville-Croismare Airport,\N,48.593299865722656,6.543459892272949,1
Etain,Étain-Rouvres Air Base,\N,49.226898193359375,5.672220230102539,0
Autun,Autun-Bellevue Airport,\N,46.96730041503906,4.260570049285889,0
Nevers,Nevers-Fourchambault Airport,NVS,47.00260162353516,3.1133298873901367,1
Cambrai,Cambrai-Épinoy (BA 103) Air Base,\N,50.221802,3.15424,0
Maubeuge,Maubeuge-Élesmes Airport,XME,50.31050109863281,4.033120155334473,1
Besancon-la-veze,Besançon-La Vèze Airport,\N,47.2066,6.083681,0
Phalsbourg,Phalsbourg-Bourscheid Air Base,\N,48.7680556,7.205,0
Lille,Lille-Lesquin Airport,LIL,50.563332,3.086886,0
Merville,Merville-Calonne Airport,HZB,50.61840057373047,2.642240047454834,0
Charleville,Charleville-Mézières Airport,XCZ,49.78390121459961,4.647079944610596,0
Vesoul-frotey,Vesoul-Frotey Airport,\N,47.6376,6.20392,0
Brest,Brest Bretagne Airport,BES,48.447898864746094,-4.418540000915527,0
Cherbourg,Cherbourg-Maupertus Airport,CER,49.65010070800781,-1.4702800512313845,0
Dinard,Dinard-Pleurtuit-Saint-Malo Airport,DNR,48.58769989013672,-2.0799601078033447,0
La Baule,La Baule-Escoublac Airport,LBY,47.289398193359375,-2.346390008926392,0
Granville,Granville Airport,GFR,48.88309860229492,-1.564170002937317,1
Deauville,Deauville-Saint-Gatien Airport,DOL,49.3652992249,0.154305994511,1
Lorient,Lorient South Brittany (Bretagne Sud) Airport,LRT,47.76060104370117,-3.440000057220459,1
La Roche-sur-yon,La Roche-sur-Yon Airport,EDM,46.70190048217773,-1.3786300420761108,0
Landivisiau,Landivisiau Air Base,LDV,48.53030014038086,-4.151639938354492,1
Caen,Caen-Carpiquet Airport,CFR,49.173301696777344,-0.449999988079071,0
Lanvedoc,Lanvéoc-Poulmic Air Base,\N,48.281700134277344,-4.4450201988220215,1
Le Mans,Le Mans-Arnage Airport,LME,47.94860076904297,0.2016669958829879,1
Rennes,Rennes-Saint-Jacques Airport,RNS,48.0694999695,-1.73478996754,1
Lannion,Lannion-Côte de Granit Airport,LAI,48.754398,-3.47166,1
Quimper,Quimper-Cornouaille Airport,UIP,47.97499847412109,-4.167789936065674,0
Nantes,Nantes Atlantique Airport,NTE,47.153198242200006,-1.61073005199,0
St.-brieuc Armor,Saint-Brieuc-Armor Airport,SBK,48.5378,-2.85444,0
Morlaix,Morlaix-Ploujean Airport,MXN,48.6031990051,-3.81577992439,1
Vannes,Vannes-Meucon Airport,VNE,47.72330093383789,-2.718559980392456,1
St.-nazaire,Saint-Nazaire-Montoir Airport,SNR,47.3105556,-2.1566667,1
Mulhouse,EuroAirport Basel-Mulhouse-Freiburg Airport,BSL,47.59,7.5291667,1
Colmar,Colmar-Meyenheim Air Base,\N,47.922000885,7.39967012405,0
Dijon,Dijon-Bourgogne Airport,DIJ,47.268902,5.09,1
Metz,Metz-Frescaty (BA 128) Air Base,MZM,49.07170104980469,6.131669998168945,1
Epinal,Épinal-Mirecourt Airport,EPL,48.325001,6.06998,1
Haguenau,Haguenau Airport,\N,48.7943000793,7.81760978699,1
St.-dizier,Saint-Dizier-Robinson (BA 113) Air Base,\N,48.63600158691406,4.899419784545898,1
Montbeliard,Montbéliard-Courcelles Airfield,\N,47.487,6.79054,0
Nancy,Nancy-Essey Airport,ENC,48.69210052490234,6.230460166931152,1
Nancy,Nancy-Ochey (BA 133) Air Base,\N,48.583099365234375,5.954999923706055,0
Pontarlier,Pontarlier Airport,\N,46.90399932861328,6.3273701667785645,1
Reims,Reims-Champagne (BA 112) Air Base,RHE,49.310001,4.05,1
Strasbourg,Strasbourg Airport,SXB,48.53829956054688,7.628230094909668,1
Luxeuil,Luxeuil-Saint-Sauveur (BA 116) Air Base,\N,47.7830556,6.36416667,1
Cuers,Cuers-Pierrefeu Airport,\N,43.24779891967773,6.126699924468994,0
Hyeres,Toulon-Hyères Airport,TLN,43.0973014832,6.14602994919,1
Nimes,Nîmes-Arles-Camargue Airport,FNI,43.75740051269531,4.4163498878479,1
Miquelon,Miquelon Airport,MQC,47.095500946,-56.3802986145,1
St.-pierre,St Pierre Airport,FSP,46.76290130615234,-56.173099517822266,1
Amberieu,Ambérieu Air Base (BA 278),\N,45.987301,5.32844,0
Damblain,Damblain Airport,\N,48.08629989624024,5.664060115814209,1
Andravida,Andravida Air Base,PYR,37.9207,21.292601,1
Agrinion,Agrinion Air Base,AGQ,38.602001,21.3512001,0
Alexandroupolis,Dimokritos Airport,AXD,40.855899810791016,25.956300735473636,1
Alexandria,Alexandria Airport,\N,40.651100158691406,22.48870086669922,0
Nea Anghialos,Nea Anchialos Airport,VOL,39.21960067749024,22.794300079345703,0
Elefsis,Elefsis Airport,\N,38.06380081176758,23.55599975585937,0
Chios,Chios Island National Airport,JKH,38.34320068359375,26.140600204467773,0
Ioannina,Ioannina Airport,IOA,39.6963996887207,20.82250022888184,1
Heraklion,Heraklion International Nikos Kazantzakis Airport,HER,35.3396987915,25.1802997589,0
Kastoria,Kastoria National Airport,KSO,40.4463005066,21.2821998596,0
Kithira,Kithira Airport,KIT,36.2742996216,23.0170001984,0
Keffallinia,Kefallinia Airport,EFL,38.12009811401367,20.5004997253418,1
Kalamata,Kalamata Airport,KLX,37.06829833984375,22.02549934387207,0
Kavala,Amigdhaleon Airport,\N,40.972801208496094,24.34140014648437,0
Kos,Kos Airport,KGS,36.79330062866211,27.091699600219727,0
